Distance from Cente,E2_0min,E2_10min,E2_40min,E2_0min_Up,E2_10min_Up,E2_40min_Up
1540,1.033776344,1.090897563,1.144928174,0.646561466,1.383644948,2.300654038
1550,1.030816479,1.092857885,1.145555839,0.656639237,1.453937677,2.346519497
1560,1.025438268,1.090858231,1.141734526,0.659998495,1.432445703,2.363877495
1570,1.023258676,1.094933371,1.141022234,0.662394892,1.48230406,2.38676388
1580,1.018984119,1.093383993,1.139533415,0.683751322,1.579716714,2.452417592
1590,1.0170211,1.095048536,1.139873988,0.713751987,1.647101039,2.546096265
1600,1.017796467,1.092533157,1.137705477,0.747122662,1.671539188,2.572841347
1610,1.019633847,1.093133525,1.134904623,0.777604756,1.643172805,2.562198927
1620,1.021433283,1.09432608,1.134412407,0.792718726,1.674258735,2.594150729
1630,1.020571442,1.090064033,1.135606468,0.816482306,1.700207743,2.639026645
1640,1.01836148,1.087945124,1.133536811,0.842409633,1.75210576,2.703863918
1650,1.016862211,1.082904611,1.132838224,0.865204977,1.758451369,2.749834336
1660,1.016840847,1.076832649,1.12969758,0.886085353,1.729971671,2.740193731
1670,1.015639314,1.070394739,1.126349326,0.877917173,1.651255902,2.644257908
1680,1.011197342,1.062230613,1.119957887,0.888725154,1.574617564,2.584893148
1690,1.007306772,1.053752144,1.112447599,0.894248158,1.529065156,2.586735943
1700,1.002710427,1.048074134,1.107960764,0.895925098,1.498168083,2.580125325
1710,0.999627219,1.045972216,1.102152479,0.899278979,1.547837583,2.543566533
1720,0.995013956,1.044156322,1.097954439,0.898321496,1.528725212,2.515405282
1730,0.991594485,1.04768553,1.094358868,0.894480808,1.524419263,2.500823749
1740,0.988440251,1.050601469,1.090203329,0.903833747,1.583909348,2.497391679
1750,0.985082653,1.051451047,1.088794766,0.880308193,1.57272899,2.541667863
1760,0.981482885,1.053508283,1.087028484,0.889428481,1.63286119,2.613622799
1770,0.976495326,1.054737654,1.086503816,0.885106364,1.708819641,2.602726857
1780,0.975076998,1.055719388,1.089141231,0.872383416,1.746779981,2.59542382
1790,0.970188629,1.051958906,1.08508249,0.845271331,1.668215297,2.51810133
1800,0.964482311,1.049702491,1.081752677,0.819338628,1.622511804,2.50283965
1810,0.959038619,1.042838848,1.080228773,0.785491899,1.557582625,2.468698842
1820,0.952718534,1.033195828,1.076194501,0.784052986,1.519584514,2.409216851
1830,0.948881368,1.023918755,1.068841181,0.773006978,1.468064212,2.329451835
1840,0.946725705,1.015161184,1.063460832,0.770853984,1.459641171,2.261423741
1850,0.943727314,1.012311638,1.059667134,0.746138296,1.415864023,2.217054869
1860,0.939233575,1.011132298,1.056581912,0.720454372,1.363966006,2.193902691
1870,0.937392767,1.008604018,1.053534865,0.708456257,1.325136922,2.194051253
1880,0.938155923,1.010018408,1.054313718,0.70700659,1.321359773,2.198312032
1890,0.938509718,1.011361369,1.056706632,0.736298551,1.312407932,2.20678999
1900,0.937774098,1.016004153,1.058142094,0.735341067,1.335599622,2.23245284
1910,0.938219197,1.021056937,1.060277494,0.737742841,1.28332389,2.204600984
1920,0.941366766,1.025115401,1.064575534,0.748085522,1.256166195,2.220023498
1930,0.941952817,1.030827079,1.065747499,0.753370499,1.261303116,2.206845864
1940,0.942105846,1.034071207,1.067737105,0.742811297,1.267837583,2.218329265
1950,0.942218277,1.037951574,1.071496557,0.772579311,1.324872521,2.286493649
1960,0.940775425,1.036893378,1.070921248,0.781948379,1.364230406,2.257386457
1970,0.940613332,1.035246456,1.069519532,0.799723654,1.358564684,2.26274174
1980,0.940021467,1.033462343,1.069147904,0.81798036,1.386062323,2.26156682
1990,0.941357287,1.030508645,1.069001496,0.84342088,1.446383381,2.272889388
2000,0.941868358,1.028782115,1.066594514,0.872696712,1.455335222,2.29845955
